N;Funding Year;Progress report;Name of Research Line;Research Lines;Lines Collaboration;Year Published;CR2 Authors;Authors;Issue;Volume;First page;Last page;Article Title;Journal;Volume Issue;Pages;CR2;NO RESEARCHERS;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;File
157.0;2017;5;Biogeoquímica;BGQ;1.0;2017.0;;Alcamán, M. E., Alcorta, J., Bergman, B., Vásquez, M., Polz, M., & Díez, B.;2;40;;;Physiological and gene expression responses to nitrogen regimes and temperatures in Mastigocladus sp. strain CHP1, a predominant thermotolerant cyanobacterium of hot springs;Systematic and Applied Microbiology;vol.40 is.2;53-56;1.0;0;1;;;;;;;;;;;;;;;;;;;;Systematic and Applied Microbiology;0723-2020;SYST APPL MICROBIOL;Microbiology;34/125;27,2%;0.0;3,899;3,644;Q2;Physiological and gene expression responses to nitrogen regimes and temperatures in Mastigocladus sp. strain CHP1, a predominant thermotolerant cyanobacterium of hot springs;10.1016/j.syapm.2016.11.007;10.1016/j.syapm.2016.11.007;Physiological and gene expression responses to nitrogen regimes and temperatures in Mastigocladus sp strain CHP1, a predominant thermotolerant cyanobacterium of hot springs;;8.0;2;0.0;0.0;0.0;0.0;0.0;1.0;5.0;2.0;0.0;;;10.1016/j.syapm.2016.11.007;{United States, Sweden, Chile};"{Department of Molecular Genetics and Microbiology, Pontificia Universidad Católica de Chile, Libertador Bernardo O'Higgins, Casilla 144-D, Santiago, 651 3677, Chile; Department of Ecology, Environment and Plant Sciences and Science for Life Laboratory, Stockholm University, Stockholm, S-10691, Sweden; Environmental Science and Engineering, Department of Civil and Environmental Engineering, Massachusetts Institute of Technology (MIT), 15 Vassar Street, Cambridge, MA  02139, United States; Center for Climate and Resilience Research (CR)2, Chile}";Physiological and gene expression responses to nitrogen regimes and temperatures in Mastigocladus sp. strain CHP1, a predominant thermotolerant cyanobacterium of hot springs;TRUE;1.0;1.0;2;2.0;
158.0;2017;5;Modelación y Sistemas de Observación;MOS;1.0;2017.0;;Anet, J. G., Steinbacher, M., Gallardo, L., Velásquez Álvarez, P. A., Emmenegger, L., & Buchmann, B.;;In press;;;Surface ozone in the southern hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile, 30°N, 71°W, 2200 masl;Atmospheric Chemistry and Physics;vol.In press;;1.0;0;1;;;;;;;;;;;;35;;;;;;65;;Atmospheric Chemistry and Physics;1680-7316;ATMOS CHEM PHYS;Meteorology & Atmospheric Sciences;6/84;7,14%;1.0;5,114;5,626;Q1;Surface ozone in the southern hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile, 30°N, 71°W, 2200 masl;10.5194/acp-17-6477-2017;10.5194/acp-17-6477-2017;Surface ozone in the Southern Hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile;;4.0;1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;;;10.5194/acp-17-6477-2017;{Switzerland, Chile};"{Laboratory for Air Pollution/Environmental Technology, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland; WSL Institute for Snow and Avalanche Research SLF, Davos, Switzerland; Departamento de Geofísica de la Universidad de Chile, Blanco Encalada 2002, piso 4, Santiago, Chile; Center for Climate and Resilience Research (CR2), Blanco Encalada 2002, Santiago, Chile; Dirección Meteorológica de Chile, Av. Portales 3450, Estación Central, Santiago, Chile; Climate and Environmental Physics, Physics Institute, University of Bern, Bern, Switzerland}";Surface ozone in the Southern Hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile;TRUE;1.0;1.0;3;3.0;
159.0;2017;5;Modelación y Sistemas de Observación;MOS;1.0;2017.0;;Berman, A. L., Silvestri, G. E., Rojas, M., & Tonello, M. S.;1-2;48;;;Accelerated greenhouse gases versus slow insolation forcing induced climate changes in southern South America since the Mid-Holocene;Climate Dynamics;vol.48 is.1-2;102-113;1.0;0;1;;;;;;;;;;;;;;;;;;100;75 otros autores 25% ICM;Climate Dynamics;0930-7575;CLIM DYNAM;Meteorology & Atmospheric Sciences;11/85;12,94%;0.0;4,146;4,744;Q1;Accelerated greenhouse gases versus slow insolation forcing induced climate changes in southern South America since the Mid-Holocene;10.1007/s00382-016-3081-z;10.1007/s00382-016-3081-z;Accelerated greenhouse gases versus slow insolation forcing induced climate changes in southern South America since the Mid-Holocene;;2.0;0,5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;;;10.1007/s00382-016-3081-z;{Argentina, Chile};"{Centro de Investigaciones del Mar y la Atmósfera/CONICET-UBA, UMI IFAECI/CNRS, Int. Guiraldes 2160, Ciudad Universitaria, Buenos Aires, Argentina; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile; Laboratorio de Paleoecologia y Palinologia/Ecología y Paleoecologia de Ambientes Acuáticos Continentales, Instituto de Investigaciones Marinas y Costeras (IIMyC), CONICET-UNMdP, J.B.Justo 2550, Mar del Plata, Argentina}";Accelerated greenhouse gases versus slow insolation forcing induced climate changes in southern South America since the Mid-Holocene;TRUE;1.0;0.0;1;1.0;
160.0;2017;5;Biogeoquímica;BGQ;1.0;2017.0;;Blanco, J. F., Correa G, I., Flores, C., & Pimentel G, G. ;in press;;;;La Extracción Prehispánica de recursos minerales en el internodo Quillagua-Costa, desierto de Atacama;Estudios atacameños;is.in press;1-32;1.0;1;;;;;;1.0;;;;;;;100;;;;;;;;Estudios atacameños;0718-1043;;;;;;;;;La Extracción Prehispánica de recursos minerales en el internodo Quillagua-Costa, desierto de Atacama;10.4067/S0718-10432017005000003;;;;;;;;;;;;;;;;;10.4067/S0718-10432017005000003;{Argentina, Chile};"{Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN), ARGENTINA. Carampangue 153 piso 3, Olavarría, Valparaíso, Chile; Facultad de Filosofía y Letras, Universidad de Buenos Aires, Argentina; Centro de Ciencia del Clima y la Resiliencia (CR)2, Blanco Encalada 2002, piso 4, Santiago, Chile; IAA-San Pedro de Atacama, Universidad Católica del Norte, Fundación Desierto de Atacama, Chile}";Pre-hispanic mineral resource extraction at Quillagua-Coast internode, Atacama Desert [La extracción prehispánica de recursos minerales en el internodo quillagua-costa, desierto de Atacama];TRUE;1.0;1.0;;3.0;
161.0;2017;5;Dimensión Humana;HD;1.0;2017.0;;Borquez, R., Aldunce, P., & Adler, C.;1;12;;;Resilience to climate change: from theory to practice through co-production of knowledge in Chile;Sustainability Science;vol.12 is.1;387-404;1.0;0;1;;;;;;;;;60;;;40;;;;;;;;Sustainability Science;1862-4065;SUSTAIN SCI;Environmental Sciences;40/251;15,94%;0.0;4,669;5,209;Q1;Resilience to climate change: from theory to practice through co-production of knowledge in Chile;10.1007/s11625-016-0400-6;10.1007/s11625-016-0400-6;Resilience to climate change: from theory to practice through co-production of knowledge in Chile;;3.0;0,75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;;;10.1007/s11625-016-0400-6;{United Kingdom, Switzerland, Chile};"{Department of Geography, King’s College London, Room K4.10, Fourth Floor, Strand Campus, London, WC2R 2LS, United Kingdom; Center for Climate and Resilience Research (CR2), Blanco Encalada 2002, 4 Piso, DGF, Universidad de Chile, Santiago, Chile; Department of Environmental Science and Resource Management, Faculty of Agricultural Science, University of Chile, Santa Rosa 11.315, La Pintana, Santiago, Chile; Institute for Environmental Decisions and Transdisciplinarity Lab, D-USYS, ETH Zurich, CHN H 73.1, 16 Universitaetstrasse, Zurich, 8092, Switzerland}";Resilience to climate change: from theory to practice through co-production of knowledge in Chile;TRUE;1.0;1.0;2;2.0;
162.0;2017;5;Modelación y Sistemas de Observación;MOS;1.0;2017.0;;de la Fuente, A., Rojas, M., & Mac-Lean, C.;;in press;;;Human-scale perspective of global warming: personal quota and zero emission year;PloS one;12;1-26;1.0;0;1;;;;;;;;;40;;;50;;;;;;;;PloS one;1932-6203;PLOS ONE;Multidisciplinary Sciences;11/63;17,46%;0.0;3,057;3,535;Q1;A human-scale perspective on global warming: Zero emission year and personal quotes;10.1371/journal.pone.0179705;10.1371/journal.pone.0179705;A human-scale perspective on global warming: Zero emission year and personal quotas;;3.0;0,75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;;10.1371/journal.pone.0179705;{Chile};"{Civil Engineering Department, Universidad de Chile, Santiago, Chile; Geophysics Department, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research, Universidad de Chile, Santiago, Chile; Office of Engineering for Sustainable Development, Universidad de Chile, Santiago, Chile}";A human-scale perspective on global warming: Zero emission year and personal quotas;TRUE;0.0;1.0;4;4.0;
163.0;2017;5;Modelación y Sistemas de Observación;MOS;1.0;2017.0;;Escribano, J., Boucher, O., Chevallier, F., & Huneeus, N.;;In Press;;;Impact of the choice of the satellite aerosol optical depth product in a sub-regional dust emission inversion;Atmospheric Chemistry and Physics;vol.In Press;163-176;1.0;0;1;;;;;;;;;;;;25;;;;;;;;Atmospheric Chemistry and Physics;1680-7316;ATMOS CHEM PHYS;Meteorology & Atmospheric Sciences;6/84;7,14%;1.0;5,114;5,626;Q1;Impact of the choice of the satellite aerosol optical depth product in a sub-regional dust emission inversion;10.5194/acp-17-7111-2017;10.5194/acp-17-7111-2017;Impact of the choice of the satellite aerosol optical depth product in a sub-regional dust emission inversion;;6.0;1,5;0.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;;;10.5194/acp-17-7111-2017;{Chile, France};"{Laboratoire de Météorologie Dynamique, Université Pierre et Marie Curie, CNRS, Paris, France; Laboratoire des Sciences du Climat et de l'Environnement, CEA, Saclay, France; Geophysics Department, University of Chile, Santiago, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile}";Impact of the choice of the satellite aerosol optical depth product in a sub-regional dust emission inversion;TRUE;1.0;1.0;2;2.0;
164.0;2017;5;Biogeoquímica;BGQ;1.0;2017.0;;Farias, L., Sanzana, K., Sanhueza-Guevara, S., & Yevenes, M. A.;in press;;;;Dissolved methane distribution in the Reloncavi fjord and adjacent marine system during austral winter (41º-43ºS);Estuaries and Coasts;is.in press;1-29;2.0;1;1;;;;;1.0;;;;;;;40;;;;;;;;Estuaries and Coasts;1559-2723;ESTUAR COAST;Environmental Sciences;98/241;40,66%;0.0;2,421;2,651;Q2;Dissolved methane distribution in the Reloncavi fjord and adjacent marine system during austral winter (41º-43ºS);10.1007/s12237-017-0241-2;10.1007/s12237-017-0241-2;Dissolved Methane Distribution in the Reloncavi Fjord and Adjacent Marine System During Austral Winter (41 degrees-43 degrees S);;5.0;1,25;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;;;10.1007/s12237-017-0241-2;{Chile};"{Departamento de Oceanografía, Facultad de Ciencias Naturales y Oceanográficas, Universidad of Concepción, Concepción, Chile; Centro de Ciencia del Clima y la Resiliencia (CR)2, Universidad de Chile, Santiago, Chile}";Dissolved Methane Distribution in the Reloncaví Fjord and Adjacent Marine System During Austral Winter (41°–43° S);TRUE;0.0;0.0;2;2.0;
165.0;2017;5;Servicios Ecosistémicos;ECO;1.0;2017.0;;Galleguillos, M., Jacob, F., Prévot, L., Faúndez, C., & Bsaibes, A.;;184;;;Estimation of actual evapotranspiration over a rainfed vineyard using a 1-D water transfer model: A case study within a Mediterranean watershed;Agricultural Water Management;vol.184;1-22;1.0;0;1;;;;;;;;;;;;;;;;;;;;Agricultural Water Management;0378-3774;AGR WATER MANAGE;Water Resources;12/90;13,33%;0.0;3,182;3,565;Q1;Estimation of actual evapotranspiration over a rainfed vineyard using a 1-D water transfer model: A case study within a Mediterranean watershed;10.1016/j.agwat.2017.01.006;10.1016/j.agwat.2017.01.006;Estimation of actual evapotranspiration over a rainfed vineyard using a 1-D water transfer model: A case study within a Mediterranean watershed;;3.0;0,75;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;;;10.1016/j.agwat.2017.01.006;{Netherlands, Chile, France};"{Faculty of Agronomic Sciences, University of Chile, Santiago, Chile; Center for Climate Resilience Research (CR2), University of Chile, Santiago, Chile; IRD/UMR LISAH (INRA, IRD, SupAgro), Montpellier, France; INRA/UMR LISAH (INRA, IRD, SupAgro), Montpellier, France; Soil Physics and Land Management Group, Wageningen University, Wageningen, Netherlands; ITK, Montpellier, France}";Estimation of actual evapotranspiration over a rainfed vineyard using a 1-D water transfer model: A case study within a Mediterranean watershed;TRUE;1.0;1.0;2;2.0;
166.0;2017;5;"Dinámica del Clima;Servicios Ecosistémicos";CD, ECO;2.0;2017.0;;González–Reyes, Á., McPhee, J., Christie, D. A., Le Quesne, C., Szejner, P.,  Muñoz, A. A., … Crespo, S. ;;In Press;;;Spatio-temporal variations in hydroclimate across the Mediterranean Andes (30°-37°S) since the early 20th century;Journal of Hydrometeorology;vol.In Press;;2.0;0;2;;;;;;;;;25;;;25;;;;;;25;(CONICYT-PCHA/Doctorado Nacional/ 2016-21160642.25:(VRIEA-PUCV) 039.353/2016;Journal of Hydrometeorology;1525-755X;J HYDROMETEOROL;Meteorology & Atmospheric Sciences;14/86;16,28%;0.0;3,79;4,332;Q1;Spatio-temporal variations in hydroclimate across the Mediterranean Andes (30°-37°S) since the early 20th century;10.1175/JHM-D-16-0004.1;10.1175/JHM-D-16-0004.1;Spatiotemporal Variations in Hydroclimate across the Mediterranean Andes (30 degrees-37 degrees S) since the Early Twentieth Century;;9.0;2,25;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;;;10.1175/JHM-D-16-0004.1;{United States, Argentina, Chile};"{Instituto de Ciencias de la Tierra, Facultad de Ciencias, Universidad Austral de Chile, Valdivia, Chile; Departamento de Ingeniería Civil and Advanced Mining Technology Center, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, Chile; Center for Climate and Resilience Research (CR)2, Universidad de Chile, Santiago, Chile; Laboratory of Tree-Ring Research, The University of Arizona, Tucson, AZ, United States; School of Natural Resources and the Environment, The University of Arizona, Tucson, AZ, United States; Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales, CCT CONICET Mendoza, Mendoza, Argentina; Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile}";Spatiotemporal variations in hydroclimate across the Mediterranean Andes (30°-37°S) since the early twentieth century;TRUE;1.0;1.0;5;5.0;
167.0;2017;5;Dinámica del Clima;CD;1.0;2017.0;;Guimberteau, M., Ciais, P., Ducharne, A., Boisier, J. P., Dutra Aguiar, A. P., Biemans, H., … Verbeeck, H. ;3;21;;;Impacts of future deforestation and climate change on the hydrology of the Amazon Basin: a multi-model analysis with a new set of land-cover change scenarios;Hydrology and Earth System Sciences;vol.21 is.3;67-76;1.0;1;;;;;;1.0;;;;;;;;;;;;;100;(EU-FP7 grant agreement no. 282664);Hydrology and Earth System Sciences;1027-5606;HYDROL EARTH SYST SC;Geosciences, Multidisciplinary;16/184;8,7%;1.0;3,99;4,54;Q1;Impacts of future deforestation and climate change on the hydrology of the Amazon Basin: a multi-model analysis with a new set of land-cover change scenarios;10.5194/hess-21-1455-2017;10.5194/hess-21-1455-2017;Impacts of future deforestation and climate change on the hydrology of the Amazon Basin: a multi-model analysis with a new set of land-cover change scenarios;;17.0;4,25;0.0;0.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;;;10.5194/hess-21-1455-2017;{Brazil, Netherlands, Colombia, France, United Kingdom, Germany, Chile, Belgium, China};"{Laboratoire des Sciences du Climat et de l'Environnement, LSCE/IPSL, CEA-CNRS-UVSQ, Université Paris-Saclay, Gif-sur-Yvette, 91191, France; Sorbonne Universités, UPMC, CNRS, EPHE - UMR7619 METIS, Paris, 75252, France; Department of Geophysics, Universidad de Chile, and Center for Climate and Resilience Research (CR2), Santiago, Chile; Centro de Ciência Do Sistema Terrestre (CCST), Instituto Nacional de Pesquisas Espaciais (INPE), São José Dos Campos, Av dos Astronautas 1758, 12227-010, Brazil; Wageningen Universityg and gResearch (Alterra), Wageningen, Netherlands; CAVElab - Computational and Applied Vegetation Ecology, Department of Applied Ecology and Environmental Biology, Faculty of Bioscience Engineering, Ghent University, Coupure Links 653, Ghent, 9000, Belgium; School of Geography, University of Leeds, Leeds, United Kingdom; Earth System Analysis, Potsdam Institute for Climate Impact Research (PIK), P.O. Box 60g12g03, Telegraphenberg A62, Potsdam, 14412, Germany; School of Geosciences and Environment, Universidad Nacional de Colombia, Medellín, Colombia; TUM School of Life Sciences Weihenstephan, Land Surface-Atmosphere Interactions, Technical University of Munich, Freising, Germany; Centro de Ciência Do Sistema Terrestre (CCST), Instituto Nacional de Pesquisas Espaciais (INPE), Rodovia Presidente Dutra kmĝ39, CPĝ01, CEP:ĝ12630-000, Cachoeira Paulista, São Paulo, Brazil; State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering, College of Hydrology and Water Resources, Hohai University, 1 Xikang Road, Nanjing, China}";Impacts of future deforestation and climate change on the hydrology of the Amazon Basin: A multi-model analysis with a new set of land-cover change scenarios;TRUE;1.0;0.0;2;1.0;
168.0;2017;5;Dimensión Humana;HD;1.0;2017.0;;Hasbún-Mancilla, J. O., Aldunce-Ide, P. P., Blanco-Wells, G., & Browne-Sartori, R. ;74;24;;;Encuadres del cambio climático en Chile: Análisis de discurso en prensa digital;Convergencia;vol.24 is.74;1-44;0.0;0;;;;;;;;;;;;;100;;;;;;;;Convergencia;1405-1435;CONVERGENCIA;Sociology;134/142;94,37%;0.0;0,13;0,14;Q4;Encuadres del cambio climático en Chile: Análisis de discurso en prensa digital;10.29101/crcs.v0i74.4387 ;;;;;;;;;;;;;;;;;Err:504;;;;Err:504;;;;;
169.0;2017;5;Biogeoquímica;BGQ;1.0;2017.0;;Joly, D., Santoro, C. M., Gayo, E. M., Ugalde, P. C., March, R. J., Carmona, R., … Latorre, C.;1;28;;;Late Pleistocene Fuel Management and Human Colonization of the Atacama Desert, Northern Chile;Latin American Antiquity;vol.28 is.1;1455-1475;1.0;0;1;;;;;;;;;;;;70;;;;;;30;ECOS-CONICYT;Latin American Antiquity;1045-6635;;;;;;;;;Late Pleistocene Fuel Management and Human Colonization of the Atacama Desert, Northern Chile;10.1017/laq.2016.8;10.1017/laq.2016.8;LATE PLEISTOCENE FUEL MANAGEMENT AND HUMAN COLONIZATION OF THE ATACAMA DESERT, NORTHERN CHILE;;1.0;0,25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;10.1017/laq.2016.8;{Chile, France};"{Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Antofagasta 1520, Arica, 100236, Chile; Centro de Investigaciones Del Hombre en El Desierto, Edificio CIHDE, Avenida General Velásquez 1775, Arica, Chile; Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Arica, Chile; Center for Climate and Resilience Research (CR)2, Facultad de Ciencias Naturales y Oceanográficas, Universidad de Concepción, Concepción, Chile; Centro de Investigaciones Del Hombre en El Desierto, Laboratorio de Arqueología y Paleoambiente, Instituto de Alta Investigación, Universidad de Tarapacá, Arica, Chile; CREAAH, UMR 6566 du CNRS Université de Rennes 1, Rennes Cedex, France; Departamento de Ingeniería en Maderas y Sus Biomateriales, Facultad de Ciencias Forestales y de la Conservación de la Naturaleza (FCN), Universidad de Chile, Santiago, Chile; CNRS, ECOBIO, UMR 6553, Université de Rennes 1, Rennes Cedex, France; Departamento de Ecología, Pontificia Universidad Católica de Chile, Institute of Ecology and Biodiversity (IEB), Santiago, Chile}";LATE PLEISTOCENE FUEL MANAGEMENT and HUMAN COLONIZATION of the ATACAMA DESERT, NORTHERN Chile;TRUE;1.0;1.0;5;7.0;
