N;Funding Year;Progress report;Name of Research Line;Research Lines;Lines Collaboration;Year Published;CR2 Authors;Authors;Issue;Volume;First page;Last page;Article Title;Journal;Volume Issue;Pages;CR2;NO RESEARCHERS;Researchers;Principal Researchers;Full time Researchers;Associate Researchers;Adjoint Researchers;Postdoc;Undergraduated Students;Graduated Students;REGIONAL;FONDECYT;FONDEF;PIA;FONDAP;PAI;EXPLORA;International Cooperation;Astronomia;Becas (PCHA);OTHER (specify);SPECIFY;Journal Name;ISSN;Name Check;Sub Category;Journal Rank;% Journal Rank;Is it top 10 in category;Journal Impact Factor;5 year Journal Impact Factor;Scimago Quartile;Copy for Cites Title;DOI;DOI WOS;WOS Title;Total Citations 2017;Total Citations;Average per Year;c2012;c2013;c2014;c2015;c2016;c2017;c2018;c2019;c2020;c2021;c2022;DOI AFF;AFF Countries;AFF Institutions;TI WOS;Control doi diff;Int collaboration;Nat collab;N° collaboration national WOS;N° collaboration national SCOPUS;File
27.0;2013;1;"Dinámica del Clima;Servicios Ecosistémicos";CD, ECO;2.0;2014.0;;Muñoz, A. A., Barichivich, J., Christie, D. A., Dorigo, W., Sauchyn, D., Lara, A., … González, M. E.;2;39;;;Patterns and drivers of Araucaria araucana forest growth along a biophysical gradient in the northern Patagonian Andes: Linking tree rings with satellite observations of soil moisture: Patterns and drivers of Araucaria growth;Austral Ecology;vol.39 is.2;607-618;3.0;0;3;;;;;;;;;;;;30;;;;;;70;;Austral Ecology;1442-9985;AUSTRAL ECOL;Ecology;91/150;60,67%;0.0;1,598;2,027;Q3;Patterns and drivers of Araucaria araucana forest growth along a biophysical gradient in the northern Patagonian Andes: Linking tree rings with satellite observations of soil moisture: Patterns and drivers of Araucaria growth;10.1111/aec.12054;10.1111/aec.12054;Patterns and drivers of Araucaria araucana forest growth along a biophysical gradient in the northern Patagonian Andes: Linking tree rings with satellite observations of soil moisture;;25.0;3,57;0.0;0.0;1.0;4.0;7.0;5.0;5.0;3.0;0.0;;;10.1111/aec.12054;{United Kingdom, Canada, Austria, Argentina, Chile};"{Centro de Tecnologías Ambientales, Universidad Técnica Federico Santa María, Valparaíso, Chile; Laboratorio de Dendrocronología y Cambio Global, Instituto de Conservación Biodiversidad y Territorio, Facultad de Ciencias Forestales y Recursos Naturales, Universidad Austral de Chile, Valdivia, 5090000, Chile; Centro de Estudios Ambientales (CEAM), Universidad Austral de Chile, Valdivia, Chile; Departamento de Geología, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Center for Climate and Resilience Research CR 2, Chile; Climatic Research Unit (CRU), School of Environmental Sciences, University of East Anglia, Norwich, United Kingdom; Institute of Photogrammetry and Remote Sensing, Vienna University of Technology, Vienna, Austria; Prairie Adaptation Research Collaborative (PARC), University of Regina, Regina, Canada; Instituto Argentino de Nivología, Glaciología y Ciencias Ambientales (IANIGLA), CONICET, Mendoza, Argentina}";Patterns and drivers of Araucaria araucana forest growth along a biophysical gradient in the northern Patagonian Andes: Linking tree rings with satellite observations of soil moisture;TRUE;1.0;1.0;4;5.0;
28.0;2013;1;Dimensión Humana;HD;1.0;2014.0;;Nahuelhual, L., Carmona, A., Aguayo, M., & Echeverría, C.;2;29;;;Land use change and ecosystem services provision: a case study of recreation and ecotourism opportunities in southern Chile;Landscape Ecology;vol.29 is.2;345-358;2.0;0;2;;;;;;;;;90;;;10;;;;;;;;Landscape Ecology;0921-2973;LANDSCAPE ECOL;Geosciences, Multidisciplinary;17/196;8,67%;1.0;4,349;4,992;Q1;Land use change and ecosystem services provision: a case study of recreation and ecotourism opportunities in southern Chile;10.1007/s10980-013-9958-x;10.1007/s10980-013-9958-x;Land use change and ecosystem services provision: a case study of recreation and ecotourism opportunities in southern Chile;;32.0;4,57;0.0;0.0;1.0;4.0;4.0;5.0;9.0;9.0;0.0;;;10.1007/s10980-013-9958-x;{Chile};"{Instituto de Economía Agraria, Universidad Austral de Chile, Casilla #567, Valdivia, Chile; Fundación Centro de los Bosques Nativos, FORECOS, Valdivia, Chile; Center for Climate and Resilience Research, Santiago, Chile; Centro EULA, Universidad de Concepción, Casilla 160-C, Concepción, Chile; Laboratorio de Ecología de Paisaje, Facultad de Ciencias Forestales, Universidad de Concepción, Victoria 631, Concepción, Chile}";Land use change and ecosystem services provision: A case study of recreation and ecotourism opportunities in southern Chile;TRUE;0.0;1.0;5;5.0;
29.0;2013;1;Modelación y Sistemas de Observación;MOS;1.0;2013.0;;Osses, A., Gallardo, L., & Faundez, T.;1;65;;;Analysis and evolution of air quality monitoring networks using combined statistical information indexes;Tellus B: Chemical and Physical Meteorology;vol.65 is.1;158-169;2.0;0;2;;;;;;;;;0;;;50;;;;;;50;;Tellus B: Chemical and Physical Meteorology;0280-6509;;;;;;;;;Analysis and evolution of air quality monitoring networks using combined statistical information indexes;10.3402/tellusb.v65i0.19822;10.3402/tellusb.v65i0.19822;Analysis and evolution of air quality monitoring networks using combined statistical information indexes;;8.0;1;0.0;0.0;1.0;2.0;1.0;3.0;1.0;0.0;0.0;;;10.3402/tellusb.v65i0.19822;{Chile};"{Centro De Modelamiento Matemático, Universidad de Chile-CNRS, Blanco Encalada 2120, Piso 7, Santiago, Chile; Departamento de Ingeniería Matemática, Universidad de Chile, Blanco Encalada 2120, Piso 7, Santiago, Chile; Center for Climate and Resilience Research (CR2), Santiago, Chile; Departamento de Geofísica, Universidad de Chile, Blanco Encalada 2002, Santiago, Chile}";Analysis and evolution of air quality monitoring networks using combined statistical information indexes;TRUE;0.0;1.0;4;4.0;
30.0;2013;1;Dinámica del Clima;CD;1.0;2014.0;;Rahn, D. A., & Garreaud, R.;3;34;;;A synoptic climatology of the near-surface wind along the west coast of South America;International Journal of Climatology;vol.34 is.3;329-344;2.0;1;1;;;;;1.0;;;;70;;;30;;;;;;;;International Journal of Climatology;0899-8418;INT J CLIMATOL;Meteorology & Atmospheric Sciences;14/85;16,47%;0.0;3,76;4,007;Q1;A synoptic climatology of the near-surface wind along the west coast of South America;10.1002/joc.3724;10.1002/joc.3724;A synoptic climatology of the near-surface wind along the west coast of South America;;27.0;3,86;0.0;0.0;2.0;4.0;1.0;9.0;7.0;4.0;0.0;;;10.1002/joc.3724;{United States, Chile};"{Departamento de Geofísica, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Department of Geography, University of Kansas, Lawrence, KS, United States; Center for Climate and Resilience Research (CR)2, Universidad de Chile, Chile}";A synoptic climatology of the near-surface wind along the west coast of South America;TRUE;1.0;0.0;2;2.0;
31.0;2013;1;Dimensión Humana;HD;1.0;2013.0;;Romero-Lankao, P., Hughes, S., Rosas-Huerta, A., Borquez, R., & Gnatz, D. M.;5;31;;;Institutional Capacity for Climate Change Responses: An Examination of Construction and Pathways in Mexico City and Santiago;Environment and Planning C: Government and Policy;vol.31 is.5;art19822;1.0;0;1;;;;;;;;;;;;;;;;;;100;;Environment and Planning C: Government and Policy;0263-774X;;;;;;;;;Institutional Capacity for Climate Change Responses: An Examination of Construction and Pathways in Mexico City and Santiago;10.1068/c12173;10.1068/c12173;Institutional capacity for climate change responses: an examination of construction and pathways in Mexico City and Santiago;;23.0;2,88;0.0;1.0;5.0;4.0;5.0;4.0;1.0;3.0;0.0;;;10.1068/c12173;{United States, Chile, Mexico};"{National Center for Atmospheric Research, PO Box 3000, Boulder, CO 80307, United States; Metropolitan Autonomous University, Clz. del Hueso 1100, Villa Quietud, Coyoacán, DF CP 04960, Mexico; Center for Climate and Resilience Research, Avenida Blanco Encalada 2002, Santiago, Chile; Nova Southeastern University, 3301 College Avenue, Fort Lauderdale, FL 33314, United States}";Institutional capacity for climate change responses: An examination of construction and pathways in Mexico City and Santiago;TRUE;1.0;0.0;1;1.0;
32.0;2013;1;Dinámica del Clima;CD;1.0;2013.0;;Rutllant, J., Muñoz, R. C., & Garreaud, R.;6;13;;;Meteorological observations on the northern Chilean coast during VOCALS-REx;Atmospheric Chemistry and Physics;vol.13 is.6;780-792;1.0;0;1;;;;;;;;;;;;50;;;;;;50;;Atmospheric Chemistry and Physics;1680-7316;ATMOS CHEM PHYS;Meteorology & Atmospheric Sciences;6/84;7,14%;1.0;5,114;5,626;Q1;Meteorological observations on the northern Chilean coast during VOCALS-REx;10.5194/acp-13-3409-2013;10.5194/acp-13-3409-2013;Meteorological observations on the northern Chilean coast during VOCALS-REx;;11.0;1,38;0.0;0.0;2.0;1.0;3.0;1.0;1.0;3.0;0.0;;;10.5194/acp-13-3409-2013;{Chile};"{Department of Geophysics, University of Chile, Santiago, Chile; Centro de Estudios Avanzados en Zonas Áridas (CEAZA), La Serena, Chile; Center for Climate and Resilience Research (CR)2, Santiago, Chile}";Meteorological observations on the northern Chilean coast during VOCALS-REx;TRUE;0.0;1.0;3;3.0;
33.0;2013;1;Biogeoquímica;BGQ;1.0;2013.0;;Seguel, R. J., Mancilla, C. A., Rondanelli, R., Leiva, M. A., & Morales, R. G. E.;7;118;;;Ozone distribution in the lower troposphere over complex terrain in Central Chile;Journal of Geophysical Research: Atmospheres;vol.118 is.7;785-805;1.0;0;1;;;;;;;;;;;;30;;;;;;70;;Journal of Geophysical Research: Atmospheres;0148-0227;;;;;;;;;Ozone distribution in the lower troposphere over complex terrain in Central Chile;10.1002/jgrd.50293;10.1002/jgrd.50293;Ozone distribution in the lower troposphere over complex terrain in Central Chile;;10.0;1,25;0.0;0.0;2.0;1.0;1.0;1.0;3.0;2.0;0.0;;;10.1002/jgrd.50293;{United States, Chile};"{1National Center of the Environment, Avenida Larraín 9975, CP: 7880096, La Reina, Santiago, Chile; Department of Atmospheric and Oceanic Sciences, University of California, 405 Hilgard Avenue, Los Angeles, CA 90095-1565, United States; Department of Geophysics, University of Chile, Santiago, Chile; Center for Climate and Resilience Research, Santiago, Chile; Centre for Environmental Sciences, University of Chile, Santiago, Chile}";Ozone distribution in the lower troposphere over complex terrain in Central Chile;TRUE;1.0;1.0;4;4.0;
34.0;2013;1;Biogeoquímica;BGQ;1.0;2013.0;;Siani, G., Michel, E., de Pol-Holz, R., Devries, T., Lamy, F., Carel, M., … Lourantou, A.;;4;;;Carbon isotope records reveal precise timing of enhanced Southern Ocean upwelling during the last deglaciation;Nature Communications;vol.4;3409-3422;1.0;0;1;;;;;;;;;;;;75;;;;;;25;;Nature Communications;2041-1723;NAT COMMUN;Multidisciplinary Sciences;3/64;4,69%;1.0;12,353;13,691;Q1;Carbon isotope records reveal precise timing of enhanced Southern Ocean upwelling during the last deglaciation;10.1038/ncomms3758;10.1038/ncomms3758;Carbon isotope records reveal precise timing of enhanced Southern Ocean upwelling during the last deglaciation;;67.0;8,38;0.0;0.0;6.0;17.0;13.0;6.0;14.0;11.0;0.0;;;10.1038/ncomms3758;{United States, Germany, Chile, France};"{Laboratoire des Interactions et Dynamique des Environnements de Surface (IDES), UMR 8148, CNRS-Université de Paris-Sud, Bâtiment 504, 91405 Orsay Cedex, France; Laboratoire des Sciences du Climat et de l'Environnement (LSCE), Laboratoire Mixte CNRS-CEA, Avenue de la Terrasse, 91198 Gif-sur-Yvette cedex, France; Department of Oceanography, Center for Climate and Resilence Research, University of Concepcion, Casilla 160-C, 4070386 Concepcion, Chile; Department of Atmospheric and Oceanic Sciences, University of California, Los Angeles, CA 90095, United States; Alfred Wegener Institut fur Polar und Meeresforschung, Am Alten Hafen 26, 27568 Bremerhaven, Germany; LOCEAN, Universite Pierre et Marie Curie Paris VI, 4 place Jussieu, 75015 Paris, France}";Carbon isotope records reveal precise timing of enhanced Southern Ocean upwelling during the last deglaciation;TRUE;1.0;0.0;1;1.0;
35.0;2014;2;Dimensión Humana;HD;1.0;2015.0;;Aldunce, P., Beilin, R., Howden, M., & Handmer, J.;;30;;;Resilience for disaster risk management in a changing climate: Practitioners’ frames and practices;Global Environmental Change;vol.30;2966-2980;1.0;0;1;;;;;;;;;;;;30;;;;;;70;;Global Environmental Change;0959-3780;ESCI – ISI;;;;;;;;Resilience for disaster risk management in a changing climate: Practitioners’ frames and practices;10.1016/j.gloenvcha.2014.10.010;10.1016/j.gloenvcha.2014.10.010;Resilience for disaster risk management in a changing climate: Practitioners' frames and practices;;44.0;7,33;0.0;0.0;0.0;2.0;13.0;9.0;8.0;12.0;0.0;;;10.1016/j.gloenvcha.2014.10.010;{Australia, Chile};"{Department of Environmental Science and Resource Management, University of Chile, Avenida Santa Rosa 11315, La Pintana, Santiago, 8820808, Chile; Centre for Climate and Resilience Research (CR), Blanco Encalada 2002, piso 4, Santiago, Chile; Department of Resource Management and Geography, The University of Melbourne, 221 Bouverie Street, Parkville 3010, Melbourne, VIC, Australia; Climate Adaptation Flagship, SCIRO, GPO Box 1700, Canberra 2601, Capital Territory, Australia; Centre for Risk and Community Safety, RMIT University, GPO Box 2476, Melbourne, VIC  3001, Australia}";Resilience for disaster risk management in a changing climate: Practitioners' frames and practices;TRUE;1.0;1.0;2;2.0;
36.0;2014;2;Dimensión Humana;HD;1.0;2016.0;;Aldunce, P., Handmer, J., Beilin, R., & Howden, M.;5;34;;;Is climate change framed as 'business as usual or as a challenging issue? The practitioners dilemma;Environment and Planning C: Government and Policy;vol.34 is.5;art2758;1.0;0;1;;;;;;;;;;;;30;;;;;;70;;Environment and Planning C: Government and Policy;0263-774X;;;;;;;;;Is climate change framed as 'business as usual or as a challenging issue? The practitioners dilemma;10.1177/0263774X15614734;10.1177/0263774X15614734;Is climate change framed as 'business as usual' or as a challenging issue? The practitioners' dilemma;;11.0;2,2;0.0;0.0;0.0;0.0;1.0;4.0;2.0;4.0;0.0;;;10.1177/0263774X15614734;{Australia, Chile};"{Department of Environmental Science and Resource Management, University of Chile, Avenida Santa Rosa 11315, La Pintana 8820808, Santiago, Chile; Centre for Risk and Community Safety, RMIT University, GPO Box 2476, Melbourne, VIC  3001, Australia; Department of Resource Management and Geography, The University of Melbourne, 221 Bouverie Street, Parkville 3010, Melbourne, VIC, Australia; Chief Research Scientist, CSIRO Agriculture, GPO Box 1700ACT  2601, Australia; Centre for Climate and Resilience Research CR2, Blanco Encalada 2002, piso 4, Santiago, Chile; Department of Resource Management and Geography, The University of Melbourne, 221 Bouverie Street, Parkville 3010, Melbourne, VIC, Australia}";Is climate change framed as ‘business as usual’ or as a challenging issue? The practitioners’ dilemma;TRUE;1.0;1.0;;2.0;
37.0;2014;2;Modelación y Sistemas de Observación;MOS;1.0;2015.0;;Bozkurt, D., Sen, O., & Hagemann, S.;2;62;;;Projected river discharge in the Euphrates-Tigris Basin from a hydrological discharge model forced with RCM and GCM outputs;Climate Research;vol.62 is.2;1-11;1.0;1;;;;;;1.0;;;;;;;;;;;;;;;Climate Research;0936-577X;CLIM RES;Environmental Sciences;140/251;55,78%;0.0;1,984;2,49;Q3;Projected river discharge in the Euphrates-Tigris Basin from a hydrological discharge model forced with RCM and GCM outputs;10.3354/cr01268;10.3354/cr01268;Projected river discharge in the Euphrates-Tigris Basin from a hydrological discharge model forced with RCM and GCM outputs;;8.0;1,33;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;0.0;;;10.3354/cr01268;{Turkey, Germany, Chile};"{University of Chile, Department of Geophysics, Center for Climate and Resilience Research (CR)2, Santiago, Chile; Istanbul Technical University, Eurasia Institute of Earth Sciences, Istanbul, Turkey; Max Planck Institute for Meteorology, Hamburg, Germany}";Projected river discharge in the Euphrates-Tigris basin from a hydrological discharge model forced with RCM and GCM outputs;TRUE;1.0;0.0;1;1.0;
38.0;2014;2;Biogeoquímica;BGQ;1.0;2015.0;;Cornejo, M., Murillo, A. A., & Farías, L.;;137;;;An unaccounted for N2O sink in the surface water of the eastern subtropical South Pacific: Physical versus biological mechanisms;Progress in Oceanography;vol.137;999-1019;2.0;0;2;;;;;;;;;;;;;;;;;;;;Progress in Oceanography;0079-6611;PROG OCEANOGR;Oceanography;3/64;4,69%;1.0;4,27;3,76;Q1;An unaccounted for N2O sink in the surface water of the eastern subtropical South Pacific: Physical versus biological mechanisms;10.1016/j.pocean.2014.12.016;10.1016/j.pocean.2014.12.016;An unaccounted for N2O sink in the surface water of the eastern subtropical South Pacific: Physical versus biological mechanisms;;6.0;1;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;;;10.1016/j.pocean.2014.12.016;{Chile};"{Escuela de Ciencias del Mar, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile; Instituto Milenio de Oceanografía (IMO-Chile), Universidad de Concepción, P.O. Box 1313 Concepción 3, Concepción, Chile; Laboratorio de Oceanografía Física y Clima, P.O. Box 160-C, Concepción, Chile; Departamento de Oceanografía, Centro de Cambio Climático y Resiliencia, P.O. Box 160-C, Concepción, Chile}";An unaccounted for N2O sink in the surface water of the eastern subtropical South Pacific: Physical versus biological mechanisms;TRUE;0.0;1.0;5;4.0;
39.0;2014;2;Biogeoquímica;BGQ;1.0;2015.0;;Farías, L., Florez-Leiva, L., Besoain, V., Sarthou, G., & Fernández, C.;6;12;;;Dissolved greenhouse gases (nitrous oxide and methane) associated with the naturally iron-fertilized Kerguelen region (KEOPS 2 cruise) in the Southern Ocean;Biogeosciences;vol.12 is.6;131-147;3.0;2;1;;;;;;1.0;1.0;;x;;;x;;;;;;;;Biogeosciences;1726-4170;BIOGEOSCIENCES;Geosciences, Multidisciplinary;17/184;9,24%;1.0;3,7;4,477;Q1;Dissolved greenhouse gases (nitrous oxide and methane) associated with the naturally iron-fertilized Kerguelen region (KEOPS 2 cruise) in the Southern Ocean;10.5194/bg-12-1925-2015;10.5194/bg-12-1925-2015;Dissolved greenhouse gases (nitrous oxide and methane) associated with the naturally iron-fertilized Kerguelen region (KEOPS 2 cruise) in the Southern Ocean;;10.0;1,67;0.0;0.0;0.0;2.0;3.0;1.0;3.0;1.0;0.0;;;10.5194/bg-12-1925-2015;{Colombia, Chile, France};"{Departamento de Oceanografía, Universidad of Concepción, Centro de Ciencia Del Clima y la Resiliencia (CR), Chile; Programa de Biología, Universidad Del Magdalena, Santa Marta, Colombia; Escuela de Ciencias Del Mar, Pontificia Universidad Católica de Valparaíso, Chile; LEMAR-UMR6539, CNRS-UBO-IRD-IFREMER, Place Nicolas Copernic, Plouzané, 29280, France; Sorbonne Universités, UPMC Univ Paris 06, Laboratoire d'Océanographie Microbienne, Banyuls/mer, 66650, France; Department of Oceanography, COPAS SA Program and Interdisciplinary Center for Aquaculture Research (INCAR), University of Concepción, Chile}";Dissolved greenhouse gases (nitrous oxide and methane) associated with the naturally iron-fertilized Kerguelen region (KEOPS 2 cruise) in the Southern Ocean;TRUE;1.0;0.0;5;3.0;
40.0;2014;2;Dinámica del Clima;CD;1.0;2014.0;;Flores, F., Garreaud, R., & Muñoz, R. C.;;90;;;OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation;Computers & Fluids;vol.90;12-23;2.0;1;1;;;;;;;1.0;;;;;30;;;;;;70;;Computers & Fluids;0045-7930;COMPUT FLUIDS;Mechanics;54/134;40,3%;0.0;2,223;2,587;Q2;OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation;10.1016/j.compfluid.2013.11.012;10.1016/j.compfluid.2013.11.012;OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation;;9.0;1,29;0.0;0.0;0.0;1.0;3.0;2.0;2.0;1.0;0.0;;;10.1016/j.compfluid.2013.11.012;{Chile};{Departamento de Geofísica, Universidad de Chile, Santiago, Chile};OpenFOAM applied to the CFD simulation of turbulent buoyant atmospheric flows and pollutant dispersion inside large open pit mines under intense insolation;TRUE;0.0;0.0;1;1.0;
41.0;2014;2;Biogeoquímica;BGQ;1.0;2014.0;;Galán, A., Faúndez, J., Thamdrup, B., Santibáñez, J. F., & Farías, L.;6;59;;;Temporal dynamics of nitrogen loss in the coastal upwelling ecosystem off central Chile: Evidence of autotrophic denitrification through sulfide oxidation;Limnology and Oceanography;vol.59 is.6;1925-1940;0.0;#VALUE!;x;;;;;;;;;x;;;x;;;;;;;;Limnology and Oceanography;0024-3590;LIMNOL OCEANOGR;Oceanography;5/63;7,94%;1.0;3,383;3,969;Q1;Temporal dynamics of nitrogen loss in the coastal upwelling ecosystem off central Chile: Evidence of autotrophic denitrification through sulfide oxidation;10.4319/lo.2014.59.6.1865;10.4319/lo.2014.59.6.1865;Temporal dynamics of nitrogen loss in the coastal upwelling ecosystem off central Chile: Evidence of autotrophic denitrification through sulfide oxidation;;18.0;2,57;0.0;0.0;0.0;3.0;2.0;2.0;8.0;3.0;0.0;;;10.4319/lo.2014.59.6.1865;{Denmark, Chile};"{Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; Departamento de Oceanografía, Universidad de Concepción, Concepción, Chile; Department of Biology and Nordic Center for Earth Evolution (NordCEE), University of Southern Denmark, Odense M, Denmark; Laboratorio de Procesos Oceanográficos y Clima (PROFC), Universidad de Concepción, Concepción, Chile; Centro de Ciencia del Clima y la Resiliencia (CR2), Chile}";Temporal dynamics of nitrogen loss in the coastal upwelling ecosystem off central chile: Evidence of autotrophic denitrification through sulfide oxidation;TRUE;1.0;1.0;4;4.0;
42.0;2014;2;Dinámica del Clima;CD;1.0;2014.0;;Garreaud, R., Gabriela Nicora, M., Bürgesser, R. E., & Ávila, E. E.;8;119;;;Lightning in Western Patagonia;Journal of Geophysical Research: Atmospheres;vol.119 is.8;72-87;1.0;0;1;;;;;;;;;50;;;50;;;;;;;;Journal of Geophysical Research: Atmospheres;0148-0227;;;;;;;;;Lightning in Western Patagonia;10.1002/2013JD021160;10.1002/2013JD021160;Lightning in Western Patagonia;;19.0;2,71;0.0;0.0;0.0;1.0;4.0;5.0;4.0;5.0;0.0;;;10.1002/2013JD021160;{Argentina, Chile};"{Department of Geophysics, Universidad de Chile, Center for Climate and Resilience Research, Santiago, Chile; CEILAP, UNIDEF (MINDEF-CONICET), Buenos Aires, Argentina; FaMAF, Universidad Nacional de Córdoba, IFEG-CONICET, Córdoba, Argentina}";Lightning in Western Patagonia;TRUE;1.0;0.0;2;1.0;
43.0;2014;2;Biogeoquímica;BGQ;1.0;2015.0;;Gayo, E. M., Latorre, C., & Santoro, C. M.;;356;;;Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16°-25°S);Quaternary International;vol.356;1865-1878;1.0;0;1;;;;;;;;;;;;;;;;;;;;Quaternary International;1040-6182;QUATERN INT;Geography, Physical;29/49;59,18%;0.0;2,163;2,488;Q3;Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16°-25°S);10.1016/j.quaint.2014.09.076;10.1016/j.quaint.2014.09.076;Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16 degrees-25 degrees S);;30.0;5;0.0;0.0;0.0;1.0;5.0;10.0;4.0;10.0;0.0;;;10.1016/j.quaint.2014.09.076;{Chile};"{Centro de Investigaciones del Hombre en el Desierto (CIHDE), Av. General Velásquez 1775, Edificio CIHDE, Arica, Chile; Centro de Ciencia del Clima y la Resiliencia (CR), Chile; Departamento de Ecología, Pontificia Universidad Católica de Chile, Alameda 340, Santiago, Chile; Institute of Ecology and Biodiversity (IEB), Casilla 653, Santiago, Chile; Instituto de Alta Investigación (IAI), Universidad de Tarapacá, Antofagasta 1520, Casilla 6-D, Arica, Chile}";Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16°-25°S);TRUE;0.0;1.0;5;5.0;
44.0;2014;2;Modelación y Sistemas de Observación;MOS;1.0;2014.0;;Huneeus, N., Boucher, O., Alterskjaer, K., Cole, J. N. S., Curry, C. L., Ji, D., … Yoon, J.-H.;9;119;;;Forcings and feedbacks in the GeoMIP ensemble for a reduction in solar irradiance and increase in CO 2;Journal of Geophysical Research: Atmospheres;vol.119 is.9;4471-4485;1.0;0;1;;;;;;;;;;;;;;;;;;;;Journal of Geophysical Research: Atmospheres;0148-0227;J GEOPHYS RES;Geosciences, Multidisciplinary;27/184;14,67%;0.0;3,318;3,651;Q1;Forcings and feedbacks in the GeoMIP ensemble for a reduction in solar irradiance and increase in CO 2;10.1002/2013JD021110;10.1002/2013JD021110;Forcings and feedbacks in the GeoMIP ensemble for a reduction in solar irradiance and increase in CO2;;15.0;2,14;0.0;0.0;0.0;5.0;2.0;2.0;4.0;2.0;0.0;;;10.1002/2013JD021110;{Canada, United States, France, United Kingdom, China, Chile, Japan, Germany, Norway};"{Laboratoire de Météorologie Dynamique, IPSL/CNRS, UPMC, Paris, France; Department of Geophysics, Center for Climate and Resilience Research, University of Chile, Santiago, Chile; Department of Geosciences, University of Oslo, Oslo, Norway; Canadian Centre for Climate Modelling and Analysis, Environment Canada, Toronto, ON, Canada; School of Earth and Ocean Sciences, University of Victoria, Victoria, BC, Canada; State Key Laboratory of Earth Surface Processes and Resource Ecology, College of Global Change and Earth System Science, Beijing Normal University, Beijing, China; Met Office Hadley Centre, Exeter, United Kingdom; Atmospheric Sciences and Global Change Division, Pacific Northwest National Laboratory, Richland, WA, United States; Max Planck Institute for Meteorology, Hamburg, Germany; Department of Environmental Sciences, Rutgers University, New Brunswick, NJ, United States; Norwegian Meteorological Institute, Oslo, Norway; National Center for Atmospheric Research, Boulder, CO, United States; Japan Agency for Marine-Earth Science and Technology, Yokohama, Japan}";Forcings and feedbacks in the geomip ensemble for a reduction in solar irradiance and increase in CO2;TRUE;1.0;0.0;1;1.0;
45.0;2014;2;Dimensión Humana;HD;1.0;2014.0;;Iverson, L., Echeverría, C., Nahuelhual, L., & Luque, S.;2;29;;;Ecosystem services in changing landscapes: An introduction;Landscape Ecology;vol.29 is.2;4-14;1.0;0;1;;;;;;;;;;;;;;;;;;;;Landscape Ecology;0921-2973;LANDSCAPE ECOL;Geosciences, Multidisciplinary;17/196;8,67%;1.0;4,349;4,992;Q1;Ecosystem services in changing landscapes: An introduction;10.1007/s10980-014-9993-2;10.1007/s10980-014-9993-2;Ecosystem services in changing landscapes: An introduction;;22.0;3,14;0.0;0.0;1.0;7.0;5.0;2.0;4.0;3.0;0.0;;;10.1007/s10980-014-9993-2;{United States, United Kingdom, Chile, France};"{US Forest Service, 359 Main Road, DE, OH, 43015, United States; Laboratorio de Ecología de Paisaje, Facultad de Ciencias Forestales, Universidad de Concepción, Victoria 631, Concepción, Chile; Instituto de Economía Agraria, Universidad Austral de Chile, Casilla #567, Valdivia, Chile; Center for Climate and Resilience Research, Universidad Austral de Chile, Valdivia, Chile; IRSTEA, National Research Institute of Science and Technology for Environment and Agriculture, Clermont-Ferrand, France; Department of Geography and Sustainable Development, University of St Andrews, St. Andrews, Scotland, United Kingdom}";Ecosystem services in changing landscapes: An introduction;TRUE;1.0;1.0;3;3.0;
46.0;2014;2;Dinámica del Clima;CD;1.0;2015.0;;Jacques-Coper, M., & Garreaud, R.;8;35;;;Characterization of the 1970s climate shift in South America;International Journal of Climatology;vol.35 is.8;5226-5239;1.0;0;1;;;;;;;;;;;;70;;;;;;30;;International Journal of Climatology;0899-8418;INT J CLIMATOL;Meteorology & Atmospheric Sciences;18/86;20,93%;0.0;3,601;4,376;Q1;Characterization of the 1970s climate shift in South America;10.1002/joc.4120;10.1002/joc.4120;Characterization of the 1970s climate shift in South America;;32.0;5,33;0.0;0.0;0.0;1.0;5.0;8.0;10.0;8.0;0.0;;;10.1002/joc.4120;{Switzerland, Chile};"{Oeschger Centre for Climate Change Research and Institute of Geography, University of Bern, Switzerland; Departamento de Geofísica, Universidad de Chile, Santiago, Chile}";Characterization of the 1970s climate shift in South America;TRUE;1.0;0.0;1;1.0;
